海南移动,#genre#
中天娱乐,http://64.31.55.222:80/play/9eR3CTrRwII9TyFb5jh6c5XJBfGnDzRY0DJ3FdEHrRA/m3u8
艾尔达综合,http://64.31.55.222:80/play/9eR3CTrRwII9TyFb5jh6c1De7eqVRPCFlRZrCYJXlu8/m3u8
hbo家庭,http://64.31.55.222:80/play/9eR3CTrRwII9TyFb5jh6c8ewXCKLhnFzoP94ykIGz2E/m3u8
东森超视,http://64.31.55.222:80/play/9eR3CTrRwII9TyFb5jh6cyqe1ooidsl63KV5iwya9hI/m3u8
三立台湾,http://64.31.55.222:80/play/9eR3CTrRwII9TyFb5jh6cyJrvRdr2HID0jHbFLSB8sQ/m3u8
年代新闻,http://64.31.55.222:80/play/9eR3CTrRwII9TyFb5jh6c299rs8ObQvmYQ6klqtHCIs/m3u8
NOW华剧,http://64.31.55.222:80/play/9eR3CTrRwII9TyFb5jh6cwTwHOauX0est-WRXQNL1Ss/m3u8
国家地理,http://64.31.55.222:80/play/9eR3CTrRwII9TyFb5jh6c7pp1BneUma-V0wszVMCRns/m3u8
八大娱乐,http://64.31.55.222:80/play/9eR3CTrRwII9TyFb5jh6cwWHtr8FDOND4Iefp-zXoPk/m3u8
三立新闻,http://64.31.55.222:80/play/9eR3CTrRwII9TyFb5jh6c2tWM3Z8_7QB7wB02p5z7d4/m3u8
now剧集台,http://64.31.55.222:80/play/9eR3CTrRwII9TyFb5jh6c5QhEH7lzkqXNQ6s7DitvmQ/m3u8
纬来电影,http://64.31.55.222:80/play/9eR3CTrRwII9TyFb5jh6c7sc6hpRcrVvRSFyUIivGUY/m3u8
卫视电影,http://64.31.55.222:80/play/9eR3CTrRwII9TyFb5jh6c0216JBMHGb9-6YqHyTTQ0Y/m3u8
华视hd,http://64.31.55.222:80/play/9eR3CTrRwII9TyFb5jh6cyKYLLE3ho6z3cGIDQLKkPg/m3u8
长城精品,http://64.31.55.222:80/play/9eR3CTrRwII9TyFb5jh6c-wCHzAfgU-xDzXK_qbMReU/m3u8
民视新闻,http://64.31.55.222:80/play/9eR3CTrRwII9TyFb5jh6c0Q810eglROtdStrCwWbqUc/m3u8
天映频道,http://64.31.55.222:80/play/9eR3CTrRwII9TyFb5jh6c6e1UoYYg19e01d8sqat2gQ/m3u8
TV1,http://64.31.55.222:80/play/9eR3CTrRwII9TyFb5jh6cxJycDfr3qdvIr3K909lPRU/m3u8
TV2,http://64.31.55.222:80/play/9eR3CTrRwII9TyFb5jh6cx4mjf6hndEvq1aDCBB9gGI/m3u8
TV3,http://64.31.55.222:80/play/9eR3CTrRwII9TyFb5jh6c8zSOzg5a-Ixgov2_BQJ64s/m3u8
astro OASIS,http://64.31.55.222:80/play/9eR3CTrRwII9TyFb5jh6c3Gj0pGJqtBv1AyQY4dfJFY/m3u8
astro PRAMA,http://64.31.55.222:80/play/9eR3CTrRwII9TyFb5jh6c2glXqtoG7FC9iIXs7mQ0tY/m3u8
astro RPA,http://64.31.55.222:80/play/9eR3CTrRwII9TyFb5jh6c6IvIYK1aHltGpkCbYkXvNc/m3u8
astro WARNA,http://64.31.55.222:80/play/9eR3CTrRwII9TyFb5jh6c8qDhrbLBBoP3oP34Xslq7g/m3u8
astro AOD,http://64.31.55.222:80/play/9eR3CTrRwII9TyFb5jh6c7NsEMre6riKtMc1qWf021A/m3u8
itv(UK),http://64.31.55.222:80/play/9eR3CTrRwII9TyFb5jh6c81mwMvcRhFeUiB6KvRs5C8/m3u8
(JP)Jsponts4,http://64.31.55.222:80/play/9eR3CTrRwII9TyFb5jh6c7ULlsw4QRY_kiqRbabdsDs/m3u8
(JP)anmiax,http://64.31.55.222:80/play/9eR3CTrRwII9TyFb5jh6c6J_c6MxHecZYzurx7OXVIg/m3u8
Jtbc Golf,http://64.31.55.222:80/play/9eR3CTrRwII9TyFb5jh6c4OTBbFeo89s5GEM5WQPCaQ/m3u8
SBS,http://64.31.55.222:80/play/9eR3CTrRwII9TyFb5jh6c4WHk9bGwWZ-I3KMZ7ShezA/m3u8
astro Quanjia,http://64.31.55.222:80/play/9eR3CTrRwII9TyFb5jh6c-b2lA-QXG9ur2ow5ifLyrw/m3u8
KBS1,http://64.31.55.222:80/play/9eR3CTrRwII9TyFb5jh6c3nIzveT9sf49KflKIKTiAk/m3u8
Momo亲子台,http://64.31.55.222:80/play/9eR3CTrRwII9TyFb5jh6c7k5atgGyZKHOBizXw19nhU/m3u8
astro HUEE,http://64.31.55.222:80/play/9eR3CTrRwII9TyFb5jh6c-WKWZD61B7dKljpQIXQ2wo/m3u8
BBC生活,http://64.31.55.222:80/play/9eR3CTrRwII9TyFb5jh6c_m3YuOCFOrlM8W9UreIWCc/m3u8
hitsmovis,http://64.31.55.222:80/play/9eR3CTrRwII9TyFb5jh6cwjq_tdJ25tB4gJPkV7IgJg/m3u8
FOOD,http://64.31.55.222:80/play/9eR3CTrRwII9TyFb5jh6cxa_Ta8k9fBjt7cWhrb4bwE/m3u8
BBC3,http://64.31.55.222:80/play/9eR3CTrRwII9TyFb5jh6c3JUURYL52al_RQ5Nmfuw0c/m3u8
八度空间,http://64.31.55.222:80/play/9eR3CTrRwII9TyFb5jh6c-qApBv3ave9oPznFktECy0/m3u8
ria,http://64.31.55.222:80/play/9eR3CTrRwII9TyFb5jh6c59zA1ar9yKLOeHmSbhMQzM/m3u8
艾尔达娱乐,http://64.31.55.222:80/play/9eR3CTrRwII9TyFb5jh6c9dHoyaG2eU4Dfv8td4hQPc/m3u8
湖南卫视,http://64.31.55.222:80/play/9eR3CTrRwII9TyFb5jh6cwjidO205Y-OQffthqw8Jmk/m3u8
千禧经典台,http://64.31.55.222:80/play/9eR3CTrRwII9TyFb5jh6c3JsrtNS5ZuDLq-Ahub4Sis/m3u8
凤凰资讯,http://64.31.55.222:80/play/9eR3CTrRwII9TyFb5jh6c7tgAdCQj0jcDtfs0UbF3iE/m3u8


千禧经典台,http://206.221.176.47:64002
SKY SPROTS,http://206.221.176.47:64003
香港開电视,http://206.221.176.47:64007
mediaco,http://206.221.176.47:64022
ELTA娱乐,http://206.221.176.47:64024
VIU动画,http://206.221.176.47:64030
卫视中文台,http://206.221.176.47:64033
ASTRO SUPERSPORT4,http://206.221.176.47:64035
ASTRO warna ,http://206.221.176.47:64036
